fips,state,county,less_than_highschool_2014_2018,high_school_2014_2018,some_college_or_associates_2014_2018,bachelors_or_higher_2014_2018,perc_less_than_highschool_2014_2018,perc_high_school_2014_2018,perc_some_college_or_associates_2014_2018,perc_bachelors_or_higher_2014_2018,median_household_income_2018,population_est_2018
1000,Alabama,"",470043,1020172,987148,822595,14.2,30.9,29.9,24.9,49881,4887871
1001,Alabama,Autauga,4204,12119,10552,10291,11.3,32.6,28.4,27.7,59338,55601
1003,Alabama,Baldwin,14310,40579,46025,46075,9.7,27.6,31.3,31.3,57588,218022
1005,Alabama,Barbour,4901,6486,4566,2220,27,35.7,25.1,12.2,34382,24881
1007,Alabama,Bibb,2650,7471,3846,1813,16.8,47.3,24.4,11.5,46064,22400
1009,Alabama,Blount,7861,13489,13267,5010,19.8,34,33.5,12.6,50412,57840
1011,Alabama,Bullock,1760,2817,1582,945,24.8,39.7,22.3,13.3,29267,10138
1013,Alabama,Butler,2141,6091,3421,2235,15.4,43.9,24.6,16.1,37365,19680
1015,Alabama,Calhoun,12620,25653,26643,14219,15.9,32.4,33.7,18,45400,114277
1017,Alabama,Chambers,4383,9060,7003,3118,18.6,38.4,29.7,13.2,39917,33615
1019,Alabama,Cherokee,3692,7157,5417,2407,19.8,38.3,29,12.9,42132,26032
1021,Alabama,Chilton,5302,13125,7147,4219,17.8,44.1,24,14.2,47547,44153
1023,Alabama,Choctaw,1754,3606,2851,1225,18.6,38.2,30.2,13,39907,12841
1025,Alabama,Clarke,3175,7372,4205,2118,18.8,43.7,24.9,12.6,40741,23920
1027,Alabama,Clay,2275,3366,2700,944,24.5,36.3,29.1,10.2,39201,13275
1029,Alabama,Cleburne,2364,4135,2518,1428,22.6,39.6,24.1,13.7,46495,14987
1031,Alabama,Coffee,4833,9723,12181,8175,13.8,27.9,34.9,23.4,55122,51909
1033,Alabama,Colbert,6016,13927,11459,7236,15.6,36,29.7,18.7,49055,54762
1035,Alabama,Conecuh,1703,4315,1881,949,19.2,48.8,21.3,10.7,32613,12277
1037,Alabama,Coosa,1675,3178,2424,953,20.4,38.6,29.5,11.6,42423,10715
1039,Alabama,Covington,4530,9368,8588,3952,17.1,35.4,32.5,14.9,40203,36986
1041,Alabama,Crenshaw,2091,3753,2326,1505,21.6,38.8,24,15.6,39057,13824
1043,Alabama,Cullman,10405,20382,18559,7866,18.2,35.6,32.4,13.7,45796,83442
1045,Alabama,Dale,4732,10924,12036,5690,14.2,32.7,36.1,17,45309,48956
1047,Alabama,Dallas,5135,9368,8076,4021,19.3,35.2,30.4,15.1,34035,38310
1049,Alabama,DeKalb,12394,15956,13441,6085,25.9,33.3,28.1,12.7,39491,71385
1051,Alabama,Elmore,7594,18304,16197,13664,13.6,32.8,29,24.5,60367,81887
1053,Alabama,Escambia,4792,11546,6340,3287,18.5,44.5,24.4,12.7,38418,36748
1055,Alabama,Etowah,11147,23665,24416,12767,15.5,32.9,33.9,17.7,44903,102501
1057,Alabama,Fayette,2060,4868,3273,1516,17.6,41.5,27.9,12.9,39254,16433
1059,Alabama,Franklin,4835,7666,5632,2679,23.2,36.8,27.1,12.9,39388,31363
1061,Alabama,Geneva,3891,6924,5720,2063,20.9,37.2,30.8,11.1,37823,26314
1063,Alabama,Greene,1406,2149,1689,589,24.1,36.8,29,10.1,28524,8233
1065,Alabama,Hale,1647,4292,2711,1421,16.4,42.6,26.9,14.1,34724,14726
1067,Alabama,Henry,2412,4081,3487,2187,19.8,33.5,28.7,18,46027,17209
1069,Alabama,Houston,10261,22680,23681,15076,14.3,31.6,33,21,47993,104722
1071,Alabama,Jackson,6526,15181,10238,5280,17.5,40.8,27.5,14.2,41929,51736
1073,Alabama,Jefferson,46025,120037,137208,145462,10.3,26.8,30.6,32.4,55013,659300
1075,Alabama,Lamar,1741,3950,2967,1235,17.6,39.9,30,12.5,40936,13844
1077,Alabama,Lauderdale,7979,22812,17453,15185,12.6,36,27.5,23.9,48707,92387
1079,Alabama,Lawrence,4919,9710,6028,2738,21,41.5,25.8,11.7,43909,32957
1081,Alabama,Lee,9049,22855,30707,32377,9.5,24.1,32.3,34.1,48937,163941
1083,Alabama,Limestone,10123,19463,18341,16367,15.7,30.3,28.5,25.5,64863,96174
1085,Alabama,Lowndes,1588,2722,1750,996,22.5,38.6,24.8,14.1,33973,9974
1087,Alabama,Macon,2215,3658,3752,2510,18.3,30.1,30.9,20.7,32495,18439
1089,Alabama,Madison,21617,50768,69750,101650,8.9,20.8,28.6,41.7,63755,366519
1091,Alabama,Marengo,2192,5378,3869,2084,16.2,39.8,28.6,15.4,37733,19066
1093,Alabama,Marion,4343,7435,6770,2806,20.3,34.8,31.7,13.1,37887,29763
1095,Alabama,Marshall,12151,19818,19442,12233,19.1,31.1,30.5,19.2,46233,96109
1097,Alabama,Mobile,38247,92986,82763,63703,13.8,33.5,29.8,22.9,43598,413757
1099,Alabama,Monroe,2409,6805,3464,2078,16.3,46.1,23.5,14.1,39556,21067
1101,Alabama,Montgomery,21646,38289,41976,48131,14.4,25.5,28,32.1,49640,225763
1103,Alabama,Morgan,13706,24350,26356,17849,16.7,29.6,32,21.7,52797,119089
1105,Alabama,Perry,1275,2293,1334,913,21.9,39.4,22.9,15.7,26814,9140
1107,Alabama,Pickens,2829,5352,4425,1959,19.4,36.7,30.4,13.5,37586,19938
1109,Alabama,Pike,3660,6405,4657,4536,19,33.3,24.2,23.6,37259,33338
1111,Alabama,Randolph,3340,5719,4329,2350,21.2,36.3,27.5,14.9,40546,22725
1113,Alabama,Russell,6495,12583,13434,6438,16.7,32.3,34.5,16.5,39104,57781
1115,Alabama,St. Clair,9255,21865,19587,9991,15.2,36,32.3,16.5,57284,88690
1117,Alabama,Shelby,11258,29106,42634,60424,7.8,20.3,29.7,42.1,75663,215707
1119,Alabama,Sumter,1238,2969,1936,1715,15.8,37.8,24.6,21.8,27859,12691
1121,Alabama,Talladega,10671,19607,17827,8017,19,34.9,31.8,14.3,41630,79828
1123,Alabama,Tallapoosa,5581,9402,8355,5244,19.5,32.9,29.2,18.3,42205,40497
1125,Alabama,Tuscaloosa,14748,38097,36040,38669,11.6,29.9,28.3,30.3,52557,208911
1127,Alabama,Walker,8606,16685,14479,5204,19.1,37.1,32.2,11.6,45434,63711
1129,Alabama,Washington,2243,4954,2996,1276,19.6,43.2,26.1,11.1,44424,16378
1131,Alabama,Wilcox,1662,2903,1738,901,23.1,40.3,24.1,12.5,25385,10627
1133,Alabama,Winston,3755,6420,4683,2326,21.9,37.4,27.3,13.5,41156,23660
2000,Alaska,"",34760,133851,169471,139645,7.3,28,35.5,29.2,74912,737438
2013,Alaska,Aleutians East Borough,358,1061,882,336,13.6,40.2,33.4,12.7,70081,3515
2016,Alaska,Aleutians West Census Area,459,1664,1309,675,11.2,40.5,31.9,16.4,82633,5723
2020,Alaska,Anchorage Municipality,11867,45753,66655,67719,6.2,23.8,34.7,35.3,82113,291538
2050,Alaska,Bethel Census Area,1798,4371,2314,1194,18.6,45.2,23.9,12.3,44304,18216
2060,Alaska,Bristol Bay Borough,36,225,240,144,5.6,34.9,37.2,22.3,77257,877
2068,Alaska,Denali Borough,25,418,461,697,1.6,26.1,28.8,43.5,75477,2059
2070,Alaska,Dillingham Census Area,370,1138,835,559,12.7,39.2,28.8,19.3,54524,5000
2090,Alaska,Fairbanks North Star Borough,3381,13785,24520,20152,5.5,22.3,39.7,32.6,74268,98971
2100,Alaska,Haines Borough,57,561,553,701,3,30,29.5,37.4,58943,2474
2105,Alaska,Hoonah-Angoon Census Area,143,598,546,393,8.5,35.6,32.5,23.4,51188,2151
2110,Alaska,Juneau City and Borough,878,4584,8138,8879,3.9,20.4,36.2,39.5,79173,32113
2122,Alaska,Kenai Peninsula Borough,2902,12989,15008,9378,7.2,32.2,37.3,23.3,65439,58533
2130,Alaska,Ketchikan Gateway Borough,701,2865,3671,2343,7.3,29.9,38.3,24.5,68309,13918
2150,Alaska,Kodiak Island Borough,889,2747,2863,2285,10.1,31.3,32.6,26,74109,13345
2158,Alaska,Kusilvak Census Area,880,2117,760,190,22.3,53.6,19.3,4.8,32728,8303
2164,Alaska,Lake and Peninsula Borough,123,356,237,134,14.5,41.9,27.9,15.8,49403,1587
2170,Alaska,Matanuska-Susitna Borough,5068,21381,25899,14073,7.6,32.2,39,21.2,74649,107610
2180,Alaska,Nome Census Area,872,2347,1457,799,15.9,42.9,26.6,14.6,55318,10008
2185,Alaska,North Slope Borough,666,2797,1968,1079,10.2,43,30.2,16.6,89276,9872
2188,Alaska,Northwest Arctic Borough,759,1982,956,489,18.1,47.3,22.8,11.7,59337,7671
2195,Alaska,Petersburg Census Area,219,680,647,589,10.3,31.9,30.3,27.6,66075,3221
2198,Alaska,Prince of Wales-Hyder Census Area,440,1668,1577,787,9.8,37.3,35.3,17.6,49356,6422
2220,Alaska,Sitka City and Borough,371,1741,2026,2004,6,28.3,33,32.6,71825,8647
2230,Alaska,Skagway Municipality,51,189,296,273,6.3,23.4,36.6,33.7,74635,1148
2240,Alaska,Southeast Fairbanks Census Area,436,1451,1717,851,9.8,32.6,38.5,19.1,63527,6918
2261,Alaska,Valdez-Cordova Census Area,259,2111,2114,1981,4,32.7,32.7,30.6,68528,9164
2275,Alaska,Wrangell City and Borough,219,705,563,388,11.7,37.6,30,20.7,57832,2503
2282,Alaska,Yakutat City and Borough,37,173,151,90,8.2,38.4,33.5,20,59523,604
2290,Alaska,Yukon-Koyukuk Census Area,496,1394,1108,463,14.3,40.3,32,13.4,38912,5327
4000,Arizona,"",613002,1112551,1570308,1338071,13.2,24,33.9,28.9,59079,7171646
4001,Arizona,Apache,9085,14708,15444,5189,20.4,33.1,34.8,11.7,33652,71818
4003,Arizona,Cochise,11215,20560,35576,20116,12.8,23.5,40.7,23,49164,126770
4005,Arizona,Coconino,8515,17604,26746,29254,10.4,21.4,32.6,35.6,60187,142854
4007,Arizona,Gila,5718,11144,14867,7226,14.7,28.6,38.2,18.5,43585,53889
4009,Arizona,Graham,3379,7028,9526,3598,14.4,29.9,40.5,15.3,50157,38072
4011,Arizona,Greenlee,658,2155,2433,709,11,36.2,40.9,11.9,65818,9483
4012,Arizona,La Paz,3606,5248,5084,1972,22.7,33,32,12.4,37350,21098
4013,Arizona,Maricopa,354513,634810,923098,899070,12.6,22.6,32.8,32,65234,4410824
4015,Arizona,Mohave,22957,54288,58539,20104,14.7,34.8,37.6,12.9,45129,209550
4017,Arizona,Navajo,11963,20957,25708,11025,17.2,30.1,36.9,15.8,40650,110445
4019,Arizona,Pima,79230,152408,230498,216291,11.7,22.5,34,31.9,53395,1039073
4021,Arizona,Pinal,41961,85546,105949,54794,14.6,29.7,36.8,19,58848,447138
4023,Arizona,Santa Cruz,7127,7957,8006,6138,24.4,27.2,27.4,21,40545,46511
4025,Arizona,Yavapai,16623,44214,67706,43270,9.7,25.7,39.4,25.2,48758,231993
4027,Arizona,Yuma,36452,33924,41128,19315,27.9,25.9,31.4,14.8,44116,212128
5000,Arkansas,"",276029,681223,590434,451621,13.8,34.1,29.5,22.6,47094,3013825
5001,Arkansas,Arkansas,2121,4774,3646,1937,17,38.3,29.2,15.5,43887,17769
5003,Arkansas,Ashley,2465,5563,4066,1838,17.7,39.9,29.2,13.2,41127,20046
5005,Arkansas,Baxter,3747,11090,11007,5802,11.8,35,34.8,18.3,39686,41619
5007,Arkansas,Benton,20120,49182,44756,54780,11.9,29.1,26.5,32.4,68978,272608
5009,Arkansas,Boone,3375,8779,9652,4145,13,33.8,37.2,16,44482,37480
5011,Arkansas,Bradley,1352,3120,1880,1142,18,41.6,25.1,15.2,37729,10897
5013,Arkansas,Calhoun,649,1636,1013,452,17.3,43.6,27,12.1,44969,5277
5015,Arkansas,Carroll,2788,6788,6055,4015,14.2,34.6,30.8,20.4,45023,28223
5017,Arkansas,Chicot,1451,2954,2012,1110,19.3,39.2,26.7,14.7,31787,10438
5019,Arkansas,Clark,1422,4021,4090,3642,10.8,30.5,31,27.6,45408,22061
5021,Arkansas,Clay,2047,4363,2944,1228,19.3,41.2,27.8,11.6,37687,14847
5023,Arkansas,Cleburne,2865,7630,5464,2796,15.3,40.7,29.1,14.9,44902,24965
5025,Arkansas,Cleveland,649,2689,1438,920,11.4,47.2,25.2,16.2,47600,8018
5027,Arkansas,Columbia,2210,5880,3602,3028,15,39.9,24.5,20.6,40909,23537
5029,Arkansas,Conway,2059,6333,3871,2329,14.1,43.4,26.5,16,44565,20891
5031,Arkansas,Craighead,7370,23120,19413,17809,10.9,34.1,28.7,26.3,45615,108558
5033,Arkansas,Crawford,6227,15708,13588,6432,14.8,37.4,32.4,15.3,47363,63406
5035,Arkansas,Crittenden,5461,10890,9132,5607,17.6,35,29.4,18,42606,48342
5037,Arkansas,Cross,1974,4768,2964,1771,17.2,41.5,25.8,15.4,41214,16676
5039,Arkansas,Dallas,862,2284,1401,721,16.4,43.4,26.6,13.7,37259,7182
5041,Arkansas,Desha,1677,3487,1772,984,21.2,44,22.4,12.4,36132,11512
5043,Arkansas,Drew,1744,4150,3414,2420,14.9,35.4,29.1,20.6,42494,18328
5045,Arkansas,Faulkner,6483,22846,22986,22472,8.7,30.5,30.7,30,53882,124806
5047,Arkansas,Franklin,2106,4844,3701,1423,17.4,40.1,30.7,11.8,43696,17810
5049,Arkansas,Fulton,1364,3282,3140,1043,15.4,37.2,35.6,11.8,35630,12269
5051,Arkansas,Garland,8243,22357,26033,14335,11.6,31.5,36.7,20.2,43610,99154
5053,Arkansas,Grant,1065,5517,3625,2287,8.5,44.2,29,18.3,52050,18188
5055,Arkansas,Greene,3767,13130,8074,4734,12.7,44.2,27.2,15.9,46512,45325
5057,Arkansas,Hempstead,2734,5317,4161,2178,19,36.9,28.9,15.1,38682,21741
5059,Arkansas,Hot Spring,3495,9489,7464,3526,14.6,39.6,31.1,14.7,47205,33701
5061,Arkansas,Howard,1515,3312,2733,1308,17.1,37.3,30.8,14.7,40199,13341
5063,Arkansas,Independence,3577,9016,7804,4754,14.2,35.8,31,18.9,45596,37678
5065,Arkansas,Izard,1511,3825,3393,1397,14.9,37.8,33.5,13.8,37828,13593
5067,Arkansas,Jackson,2600,5061,3408,1254,21.1,41.1,27.7,10.2,36573,16811
5069,Arkansas,Jefferson,6620,18270,14074,8432,14,38.5,29.7,17.8,38596,68114
5071,Arkansas,Johnson,3565,7124,3860,2735,20.6,41.2,22.3,15.8,39381,26742
5073,Arkansas,Lafayette,909,2055,1192,821,18.3,41.3,24,16.5,35527,6682
5075,Arkansas,Lawrence,1636,4551,3393,1696,14.5,40.4,30.1,15,40308,16434
5077,Arkansas,Lee,1831,2770,1578,607,27,40.8,23.3,8.9,28080,8985
5079,Arkansas,Lincoln,1910,5127,2259,903,18.7,50.3,22.1,8.9,44951,13383
5081,Arkansas,Little River,1041,3758,2989,1003,11.8,42.7,34,11.4,43559,12326
5083,Arkansas,Logan,2278,6875,4284,1846,14.9,45,28,12.1,41471,21737
5085,Arkansas,Lonoke,5363,16675,15846,9639,11.3,35.1,33.3,20.3,56651,73657
5087,Arkansas,Madison,2242,5037,2382,1375,20.3,45.6,21.6,12.5,42674,16481
5089,Arkansas,Marion,1636,4583,4091,2148,13.1,36.8,32.8,17.2,36581,16722
5091,Arkansas,Miller,4170,10680,9967,4934,14,35.9,33.5,16.6,42162,43592
5093,Arkansas,Mississippi,5305,10630,8066,3521,19.3,38.6,29.3,12.8,36718,41239
5095,Arkansas,Monroe,1168,2199,1205,537,22.9,43,23.6,10.5,32922,6900
5097,Arkansas,Montgomery,1461,2450,2075,722,21.8,36.5,30.9,10.8,38318,8924
5099,Arkansas,Nevada,787,2605,1644,916,13.2,43.8,27.6,15.4,37626,8326
5101,Arkansas,Newton,994,2338,1468,927,17.4,40.8,25.6,16.2,36078,7805
5103,Arkansas,Ouachita,2412,6958,4675,2671,14.4,41.6,28,16,37624,23606
5105,Arkansas,Perry,1202,2938,2226,858,16.6,40.7,30.8,11.9,45342,10352
5107,Arkansas,Phillips,2665,3709,4236,1729,21.6,30.1,34.3,14,29945,18029
5109,Arkansas,Pike,1153,2946,2364,1113,15.2,38.9,31.2,14.7,41534,10673
5111,Arkansas,Poinsett,3161,7228,4289,1643,19.4,44.3,26.3,10.1,37370,23974
5113,Arkansas,Polk,2166,5275,4789,1872,15.4,37.4,34,13.3,39048,20049
5115,Arkansas,Pope,6117,14318,11064,8860,15.2,35.5,27.4,22,45788,64000
5117,Arkansas,Prairie,1062,2390,1617,903,17.8,40,27.1,15.1,43245,8074
5119,Arkansas,Pulaski,25441,69644,80333,90726,9.6,26.2,30.2,34.1,49957,392680
5121,Arkansas,Randolph,2121,4362,4066,1719,17.3,35.6,33.1,14,37799,17948
5123,Arkansas,St. Francis,3550,7120,5723,1947,19.4,38.8,31.2,10.6,33257,25439
5125,Arkansas,Saline,7790,25636,26748,21234,9.6,31.5,32.9,26.1,63677,121421
5127,Arkansas,Scott,1468,2984,1858,631,21.1,43,26.8,9.1,35826,10319
5129,Arkansas,Searcy,902,2622,1562,728,15.5,45.1,26.9,12.5,31659,7958
5131,Arkansas,Sebastian,14230,27083,26577,16641,16.8,32,31.4,19.7,46843,127753
5133,Arkansas,Sevier,2752,3859,2858,1232,25.7,36.1,26.7,11.5,44100,17139
5135,Arkansas,Sharp,2027,5176,3734,1397,16.4,42,30.3,11.3,36032,17366
5137,Arkansas,Stone,1869,3323,2790,1173,20.4,36.3,30.5,12.8,34009,12457
5139,Arkansas,Union,4129,9543,7769,5638,15.2,35.2,28.7,20.8,45335,39126
5141,Arkansas,Van Buren,1741,5387,3412,1730,14.2,43.9,27.8,14.1,40486,16603
5143,Arkansas,Washington,20771,36295,35712,45385,15,26.3,25.8,32.8,50893,236961
5145,Arkansas,White,7454,19564,13034,10878,14.6,38.4,25.6,21.4,44811,78727
5147,Arkansas,Woodruff,943,2008,1202,569,20,42.5,25.5,12,34306,6490
5149,Arkansas,Yell,2892,5923,3721,1963,19.9,40.9,25.7,13.5,41729,21535
6000,California,"",4475565,5391120,7633463,8718737,17.1,20.6,29.1,33.3,75250,39557045
6001,California,Alameda,139234,203838,281631,531701,12,17.6,24.4,46,101744,1666753
6003,California,Alpine,87,225,237,235,11.1,28.7,30.2,30,55384,1101
6005,California,Amador,2864,8461,12198,5997,9.7,28.7,41.3,20.3,58515,39383
6007,California,Butte,15823,33611,59196,39260,10.7,22.7,40,26.5,50945,231256
6009,California,Calaveras,3332,9557,15239,6474,9.6,27.6,44,18.7,62984,45602
6011,California,Colusa,4174,3225,4132,2103,30.6,23.7,30.3,15.4,57249,21627
6013,California,Contra Costa,82574,136610,233998,324337,10.6,17.6,30.1,41.7,101463,1150215
6015,California,Del Norte,3684,6131,6840,2782,19,31.5,35.2,14.3,48518,27828
6017,California,El Dorado,9299,28621,51399,45397,6.9,21.2,38.2,33.7,81869,190678
6019,California,Fresno,147389,136851,188858,123407,24.7,22.9,31.7,20.7,52318,994400
6021,California,Glenn,4426,5058,5956,2484,24.7,28.2,33.2,13.9,47365,28047
6023,California,Humboldt,8878,21615,34073,27380,9.7,23.5,37.1,29.8,49471,136373
6025,California,Imperial,33928,26758,32850,15802,31,24.5,30,14.5,46633,181827
6027,California,Inyo,1478,3883,4431,3452,11.2,29.3,33.5,26.1,53793,17987
6029,California,Kern,139584,147239,159525,85752,26.2,27.7,30,16.1,51586,896764
6031,California,Kings,24270,23540,32073,12438,26.3,25.5,34.7,13.5,58255,151366
6033,California,Lake,6872,13951,18247,7324,14.8,30.1,39.3,15.8,45086,64382
6035,California,Lassen,3853,7444,8396,2697,17.2,33.2,37.5,12,57705,30802
6037,California,Los Angeles,1460718,1416482,1790808,2177481,21.3,20.7,26.2,31.8,67986,10105518
6039,California,Madera,27278,24249,31404,14084,28.1,25,32.4,14.5,53632,157672
6041,California,Marin,12883,20858,44782,112018,6.8,10.9,23.5,58.8,122933,259666
6043,California,Mariposa,1316,3622,5524,3197,9.6,26.5,40.4,23.4,51402,17471
6045,California,Mendocino,8101,15925,22532,15241,13.1,25.8,36.5,24.7,51386,87606
6047,California,Merced,48433,40839,46711,22051,30.6,25.8,29.6,14,56169,274765
6049,California,Modoc,974,2185,2536,1078,14.4,32.3,37.4,15.9,45227,8777
6051,California,Mono,1131,2290,3545,3076,11.3,22.8,35.3,30.6,66499,14250
6053,California,Monterey,78816,56133,72422,67157,28.7,20.4,26.4,24.5,69665,435594
6055,California,Napa,14670,17644,31629,34277,14.9,18,32.2,34.9,85624,139417
6057,California,Nevada,4386,13945,29692,27754,5.8,18.4,39.2,36.6,66681,99696
6059,California,Orange,320340,368858,604676,857638,14.9,17.1,28.1,39.9,89373,3185968
6061,California,Placer,14403,48289,100446,102345,5.4,18.2,37.8,38.6,89175,393149
6063,California,Plumas,874,3638,6528,3390,6.1,25.2,45.2,23.5,55079,18804
6065,California,Riverside,280295,411949,504267,333718,18.3,26.9,33,21.8,66793,2450758
6067,California,Sacramento,127852,225825,350480,308126,12.6,22.3,34.6,30.4,69475,1540975
6069,California,San Benito,7658,9440,13492,7486,20.1,24.8,35.4,19.7,80063,61537
6071,California,San Bernardino,272865,352296,436563,270028,20.5,26.5,32.8,20.3,63310,2171603
6073,California,San Diego,286008,409272,680074,848022,12.9,18.4,30.6,38.1,78777,3343364
6075,California,San Francisco,79408,84630,131509,394004,11.5,12.3,19.1,57.1,110601,883305
6077,California,San Joaquin,96905,129211,147635,84486,21.1,28.2,32.2,18.4,63567,752660
6079,California,San Luis Obispo,17123,37163,68352,64923,9.1,19.8,36.4,34.6,70626,284010
6081,California,San Mateo,59339,82174,132756,273630,10.8,15,24.2,49.9,122930,769545
6083,California,Santa Barbara,52042,49059,80080,92634,19,17.9,29.2,33.8,75646,446527
6085,California,Santa Clara,157687,191695,294921,679498,11.9,14.5,22.3,51.3,125933,1937570
6087,California,Santa Cruz,24323,28222,54710,71610,13.6,15.8,30.6,40,84213,274255
6089,California,Shasta,11606,31314,55236,27995,9.2,24.8,43.8,22.2,53908,180040
6091,California,Sierra,156,620,1118,436,6.7,26.6,48,18.7,52308,2987
6093,California,Siskiyou,3181,8118,13330,7163,10,25.5,41.9,22.5,47560,43724
6095,California,Solano,36031,69822,115304,78496,12,23.3,38.5,26.2,82808,446610
6097,California,Sonoma,42831,67183,123081,124873,12,18.8,34.4,34.9,81002,499942
6099,California,Stanislaus,73664,97071,111660,57523,21.7,28.6,32.8,16.9,59616,549815
6101,California,Sutter,13697,14879,22621,11024,22,23.9,36.4,17.7,57879,96807
6103,California,Tehama,6766,13319,16540,6709,15.6,30.7,38.2,15.5,47572,63916
6105,California,Trinity,932,3325,3744,1965,9.4,33.4,37.6,19.7,40680,12535
6107,California,Tulare,81345,69974,79261,38493,30.2,26,29.5,14.3,48763,465861
6109,California,Tuolumne,3936,11680,17269,8238,9.6,28.4,42,20,56500,54539
6111,California,Ventura,88185,107135,183807,187558,15.6,18.9,32.4,33.1,84170,850967
6113,California,Yolo,17180,23271,33180,52424,13.6,18.5,26.3,41.6,67804,220408
6115,California,Yuba,8478,10898,19959,7866,18,23.1,42.3,16.7,47504,78041
8000,Colorado,"",322718,803431,1117551,1504892,8.6,21.4,29.8,40.1,71949,5695564
8001,Colorado,Adams,54079,90409,98693,74958,17,28.4,31,23.6,70199,511868
8003,Colorado,Alamosa,1287,2598,3157,2484,13.5,27.3,33.1,26.1,42897,16683
8005,Colorado,Arapahoe,32895,89231,126707,181360,7.6,20.7,29.5,42.2,76665,651215
8007,Colorado,Archuleta,781,2102,3101,3813,8,21.5,31.7,38.9,53337,13765
8009,Colorado,Baca,398,714,923,577,15.2,27.3,35.3,22.1,38294,3585
8011,Colorado,Bent,646,2208,1120,565,14.2,48.6,24.7,12.4,37659,5882
8013,Colorado,Boulder,10380,25800,46104,127566,4.9,12.3,22,60.8,83591,326078
8014,Colorado,Broomfield,1460,6667,12122,25209,3.2,14.7,26.7,55.5,96924,69267
8015,Colorado,Chaffee,1070,4038,4930,5068,7.1,26.7,32.6,33.5,56168,20027
8017,Colorado,Cheyenne,125,460,427,253,9.9,36.4,33.8,20,54504,1876
8019,Colorado,Clear Creek,123,1536,2270,3416,1.7,20.9,30.9,46.5,74019,9605
8021,Colorado,Conejos,711,1717,1804,1069,13.4,32.4,34,20.2,38777,8200
8023,Colorado,Costilla,579,640,956,514,21.5,23.8,35.6,19.1,31557,3828
8025,Colorado,Crowley,590,1615,1297,372,15.2,41.7,33.5,9.6,35880,5858
8027,Colorado,Custer,253,754,1261,1324,7,21,35.1,36.9,55242,4954
8029,Colorado,Delta,2130,8446,6857,4700,9.6,38.2,31,21.2,46786,30953
8031,Colorado,Denver,64043,84265,110388,237877,12.9,17,22.2,47.9,68069,716492
8033,Colorado,Dolores,115,539,454,300,8.2,38.3,32.2,21.3,47482,2074
8035,Colorado,Douglas,4347,26287,59981,124635,2,12.2,27.9,57.9,120670,342776
8037,Colorado,Eagle,4075,5979,9672,18316,10.7,15.7,25.4,48.1,86896,54993
8039,Colorado,Elbert,595,4374,6449,6388,3.3,24.6,36.2,35.9,98247,26282
8041,Colorado,El Paso,27792,89218,157396,167680,6.3,20.2,35.6,37.9,67923,713856
8043,Colorado,Fremont,3539,14477,11733,6625,9.7,39.8,32.3,18.2,47885,48021
8045,Colorado,Garfield,4740,11076,11329,11651,12.2,28.5,29.2,30,74421,59770
8047,Colorado,Gilpin,114,1035,1731,1820,2.4,22,36.8,38.7,72949,6121
8049,Colorado,Grand,512,3016,3556,4306,4.5,26.5,31.2,37.8,69214,15525
8051,Colorado,Gunnison,296,1687,2738,5832,2.8,16,25.9,55.3,61268,17246
8053,Colorado,Hinsdale,45,186,176,318,6.2,25.7,24.3,43.9,62149,811
8055,Colorado,Huerfano,442,1486,2136,1106,8.5,28.7,41.3,21.4,38242,6889
8057,Colorado,Jackson,120,287,398,163,12.4,29.6,41.1,16.8,51457,1399
8059,Colorado,Jefferson,22840,84351,121561,180236,5.6,20.6,29.7,44.1,85550,580233
8061,Colorado,Kiowa,39,361,347,204,4.1,38,36.5,21.5,44704,1383
8063,Colorado,Kit Carson,622,2033,1714,1017,11.5,37.7,31.8,18.9,48342,7163
8065,Colorado,Lake,792,1482,1333,1858,14.5,27.1,24.4,34,51802,7824
8067,Colorado,La Plata,1966,7980,12102,17223,5,20.3,30.8,43.9,66219,56310
8069,Colorado,Larimer,9389,42507,66792,102473,4.2,19.2,30.2,46.3,71306,350518
8071,Colorado,Las Animas,1270,2998,4101,2053,12.2,28.8,39.3,19.7,41485,14503
8073,Colorado,Lincoln,393,2164,995,520,9.7,53.1,24.4,12.8,46690,5610
8075,Colorado,Logan,1540,4816,5352,3028,10.5,32.7,36.3,20.5,53168,21528
8077,Colorado,Mesa,10188,28023,36303,28155,9.9,27.3,35.4,27.4,51132,153207
8079,Colorado,Mineral,23,138,269,286,3.2,19.3,37.6,39.9,60210,776
8081,Colorado,Moffat,803,3570,2960,1514,9.1,40.4,33.5,17.1,59500,13188
8083,Colorado,Montezuma,1921,5361,5739,5207,10.5,29.4,31.5,28.6,50180,26158
8085,Colorado,Montrose,3304,9337,9719,7017,11.2,31.8,33.1,23.9,52576,42214
8087,Colorado,Morgan,3657,5709,5758,3231,19.9,31.1,31.4,17.6,55387,28558
8089,Colorado,Otero,1797,3588,4714,2172,14.6,29.2,38.4,17.7,40064,18432
8091,Colorado,Ouray,62,699,1213,1866,1.6,18.2,31.6,48.6,68900,4833
8093,Colorado,Park,401,4056,4995,4094,3,29.9,36.9,30.2,72121,18556
8095,Colorado,Phillips,336,786,1001,726,11.8,27.6,35.1,25.5,52367,4286
8097,Colorado,Pitkin,501,2025,2516,8606,3.7,14.8,18.4,63.1,89034,17950
8099,Colorado,Prowers,1399,2027,3040,1365,17.9,25.9,38.8,17.4,42455,12164
