fips,state,county,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18",less_than_highschool_2014_2018,high_school_2014_2018,some_college_or_associates_2014_2018,bachelors_or_higher_2014_2018,median_household_income_2018
0,,United States,"26,948,057","59,265,308","63,365,655","68,867,051",12.3,27.1,29,31.5,61937
1000,Alabama,Alabama,"470,043","1,020,172","987,148","822,595",14.2,30.9,29.9,24.9,49881
1001,Alabama,Autauga,"4,204","12,119","10,552","10,291",11.3,32.6,28.4,27.7,59338
1003,Alabama,Baldwin,"14,310","40,579","46,025","46,075",9.7,27.6,31.3,31.3,57588
1005,Alabama,Barbour,"4,901","6,486","4,566","2,220",27,35.7,25.1,12.2,34382
1007,Alabama,Bibb,"2,650","7,471","3,846","1,813",16.8,47.3,24.4,11.5,46064
1009,Alabama,Blount,"7,861","13,489","13,267","5,010",19.8,34,33.5,12.6,50412
1011,Alabama,Bullock,"1,760","2,817","1,582",945,24.8,39.7,22.3,13.3,29267
1013,Alabama,Butler,"2,141","6,091","3,421","2,235",15.4,43.9,24.6,16.1,37365
1015,Alabama,Calhoun,"12,620","25,653","26,643","14,219",15.9,32.4,33.7,18,45400
1017,Alabama,Chambers,"4,383","9,060","7,003","3,118",18.6,38.4,29.7,13.2,39917
1019,Alabama,Cherokee,"3,692","7,157","5,417","2,407",19.8,38.3,29,12.9,42132
1021,Alabama,Chilton,"5,302","13,125","7,147","4,219",17.8,44.1,24,14.2,47547
1023,Alabama,Choctaw,"1,754","3,606","2,851","1,225",18.6,38.2,30.2,13,39907
1025,Alabama,Clarke,"3,175","7,372","4,205","2,118",18.8,43.7,24.9,12.6,40741
1027,Alabama,Clay,"2,275","3,366","2,700",944,24.5,36.3,29.1,10.2,39201
1029,Alabama,Cleburne,"2,364","4,135","2,518","1,428",22.6,39.6,24.1,13.7,46495
1031,Alabama,Coffee,"4,833","9,723","12,181","8,175",13.8,27.9,34.9,23.4,55122
1033,Alabama,Colbert,"6,016","13,927","11,459","7,236",15.6,36,29.7,18.7,49055
1035,Alabama,Conecuh,"1,703","4,315","1,881",949,19.2,48.8,21.3,10.7,32613
1037,Alabama,Coosa,"1,675","3,178","2,424",953,20.4,38.6,29.5,11.6,42423
1039,Alabama,Covington,"4,530","9,368","8,588","3,952",17.1,35.4,32.5,14.9,40203
1041,Alabama,Crenshaw,"2,091","3,753","2,326","1,505",21.6,38.8,24,15.6,39057
1043,Alabama,Cullman,"10,405","20,382","18,559","7,866",18.2,35.6,32.4,13.7,45796
1045,Alabama,Dale,"4,732","10,924","12,036","5,690",14.2,32.7,36.1,17,45309
1047,Alabama,Dallas,"5,135","9,368","8,076","4,021",19.3,35.2,30.4,15.1,34035
1049,Alabama,DeKalb,"12,394","15,956","13,441","6,085",25.9,33.3,28.1,12.7,39491
1051,Alabama,Elmore,"7,594","18,304","16,197","13,664",13.6,32.8,29,24.5,60367
1053,Alabama,Escambia,"4,792","11,546","6,340","3,287",18.5,44.5,24.4,12.7,38418
1055,Alabama,Etowah,"11,147","23,665","24,416","12,767",15.5,32.9,33.9,17.7,44903
1057,Alabama,Fayette,"2,060","4,868","3,273","1,516",17.6,41.5,27.9,12.9,39254
1059,Alabama,Franklin,"4,835","7,666","5,632","2,679",23.2,36.8,27.1,12.9,39388
1061,Alabama,Geneva,"3,891","6,924","5,720","2,063",20.9,37.2,30.8,11.1,37823
1063,Alabama,Greene,"1,406","2,149","1,689",589,24.1,36.8,29,10.1,28524
1065,Alabama,Hale,"1,647","4,292","2,711","1,421",16.4,42.6,26.9,14.1,34724
1067,Alabama,Henry,"2,412","4,081","3,487","2,187",19.8,33.5,28.7,18,46027
1069,Alabama,Houston,"10,261","22,680","23,681","15,076",14.3,31.6,33,21,47993
1071,Alabama,Jackson,"6,526","15,181","10,238","5,280",17.5,40.8,27.5,14.2,41929
1073,Alabama,Jefferson,"46,025","120,037","137,208","145,462",10.3,26.8,30.6,32.4,55013
1075,Alabama,Lamar,"1,741","3,950","2,967","1,235",17.6,39.9,30,12.5,40936
1077,Alabama,Lauderdale,"7,979","22,812","17,453","15,185",12.6,36,27.5,23.9,48707
1079,Alabama,Lawrence,"4,919","9,710","6,028","2,738",21,41.5,25.8,11.7,43909
1081,Alabama,Lee,"9,049","22,855","30,707","32,377",9.5,24.1,32.3,34.1,48937
1083,Alabama,Limestone,"10,123","19,463","18,341","16,367",15.7,30.3,28.5,25.5,64863
1085,Alabama,Lowndes,"1,588","2,722","1,750",996,22.5,38.6,24.8,14.1,33973
1087,Alabama,Macon,"2,215","3,658","3,752","2,510",18.3,30.1,30.9,20.7,32495
1089,Alabama,Madison,"21,617","50,768","69,750","101,650",8.9,20.8,28.6,41.7,63755
1091,Alabama,Marengo,"2,192","5,378","3,869","2,084",16.2,39.8,28.6,15.4,37733
1093,Alabama,Marion,"4,343","7,435","6,770","2,806",20.3,34.8,31.7,13.1,37887
1095,Alabama,Marshall,"12,151","19,818","19,442","12,233",19.1,31.1,30.5,19.2,46233
1097,Alabama,Mobile,"38,247","92,986","82,763","63,703",13.8,33.5,29.8,22.9,43598
1099,Alabama,Monroe,"2,409","6,805","3,464","2,078",16.3,46.1,23.5,14.1,39556
1101,Alabama,Montgomery,"21,646","38,289","41,976","48,131",14.4,25.5,28,32.1,49640
1103,Alabama,Morgan,"13,706","24,350","26,356","17,849",16.7,29.6,32,21.7,52797
1105,Alabama,Perry,"1,275","2,293","1,334",913,21.9,39.4,22.9,15.7,26814
1107,Alabama,Pickens,"2,829","5,352","4,425","1,959",19.4,36.7,30.4,13.5,37586
1109,Alabama,Pike,"3,660","6,405","4,657","4,536",19,33.3,24.2,23.6,37259
1111,Alabama,Randolph,"3,340","5,719","4,329","2,350",21.2,36.3,27.5,14.9,40546
1113,Alabama,Russell,"6,495","12,583","13,434","6,438",16.7,32.3,34.5,16.5,39104
1115,Alabama,St. Clair,"9,255","21,865","19,587","9,991",15.2,36,32.3,16.5,57284
1117,Alabama,Shelby,"11,258","29,106","42,634","60,424",7.8,20.3,29.7,42.1,75663
1119,Alabama,Sumter,"1,238","2,969","1,936","1,715",15.8,37.8,24.6,21.8,27859
1121,Alabama,Talladega,"10,671","19,607","17,827","8,017",19,34.9,31.8,14.3,41630
1123,Alabama,Tallapoosa,"5,581","9,402","8,355","5,244",19.5,32.9,29.2,18.3,42205
1125,Alabama,Tuscaloosa,"14,748","38,097","36,040","38,669",11.6,29.9,28.3,30.3,52557
1127,Alabama,Walker,"8,606","16,685","14,479","5,204",19.1,37.1,32.2,11.6,45434
1129,Alabama,Washington,"2,243","4,954","2,996","1,276",19.6,43.2,26.1,11.1,44424
1131,Alabama,Wilcox,"1,662","2,903","1,738",901,23.1,40.3,24.1,12.5,25385
1133,Alabama,Winston,"3,755","6,420","4,683","2,326",21.9,37.4,27.3,13.5,41156
2000,Alaska,Alaska,"34,760","133,851","169,471","139,645",7.3,28,35.5,29.2,74912
2013,Alaska,Aleutians East Borough,358,"1,061",882,336,13.6,40.2,33.4,12.7,70081
2016,Alaska,Aleutians West Census Area,459,"1,664","1,309",675,11.2,40.5,31.9,16.4,82633
2020,Alaska,Anchorage Municipality,"11,867","45,753","66,655","67,719",6.2,23.8,34.7,35.3,82113
2050,Alaska,Bethel Census Area,"1,798","4,371","2,314","1,194",18.6,45.2,23.9,12.3,44304
2060,Alaska,Bristol Bay Borough,36,225,240,144,5.6,34.9,37.2,22.3,77257
2068,Alaska,Denali Borough,25,418,461,697,1.6,26.1,28.8,43.5,75477
2070,Alaska,Dillingham Census Area,370,"1,138",835,559,12.7,39.2,28.8,19.3,54524
2090,Alaska,Fairbanks North Star Borough,"3,381","13,785","24,520","20,152",5.5,22.3,39.7,32.6,74268
2100,Alaska,Haines Borough,57,561,553,701,3,30,29.5,37.4,58943
2105,Alaska,Hoonah-Angoon Census Area,143,598,546,393,8.5,35.6,32.5,23.4,51188
2110,Alaska,Juneau City and Borough,878,"4,584","8,138","8,879",3.9,20.4,36.2,39.5,79173
2122,Alaska,Kenai Peninsula Borough,"2,902","12,989","15,008","9,378",7.2,32.2,37.3,23.3,65439
2130,Alaska,Ketchikan Gateway Borough,701,"2,865","3,671","2,343",7.3,29.9,38.3,24.5,68309
2150,Alaska,Kodiak Island Borough,889,"2,747","2,863","2,285",10.1,31.3,32.6,26,74109
2158,Alaska,Kusilvak Census Area,880,"2,117",760,190,22.3,53.6,19.3,4.8,32728
2164,Alaska,Lake and Peninsula Borough,123,356,237,134,14.5,41.9,27.9,15.8,49403
2170,Alaska,Matanuska-Susitna Borough,"5,068","21,381","25,899","14,073",7.6,32.2,39,21.2,74649
2180,Alaska,Nome Census Area,872,"2,347","1,457",799,15.9,42.9,26.6,14.6,55318
2185,Alaska,North Slope Borough,666,"2,797","1,968","1,079",10.2,43,30.2,16.6,89276
2188,Alaska,Northwest Arctic Borough,759,"1,982",956,489,18.1,47.3,22.8,11.7,59337
2195,Alaska,Petersburg Census Area,219,680,647,589,10.3,31.9,30.3,27.6,66075
2198,Alaska,Prince of Wales-Hyder Census Area,440,"1,668","1,577",787,9.8,37.3,35.3,17.6,49356
2201,Alaska,Prince of Wales-Outer Ketchikan Census Area,"","","","",,,,,
2220,Alaska,Sitka City and Borough,371,"1,741","2,026","2,004",6,28.3,33,32.6,71825
2230,Alaska,Skagway Municipality,51,189,296,273,6.3,23.4,36.6,33.7,74635
2232,Alaska,Skagway-Hoonah-Angoon Census Area,"","","","",,,,,
2240,Alaska,Southeast Fairbanks Census Area,436,"1,451","1,717",851,9.8,32.6,38.5,19.1,63527
2261,Alaska,Valdez-Cordova Census Area,259,"2,111","2,114","1,981",4,32.7,32.7,30.6,68528
2275,Alaska,Wrangell City and Borough,219,705,563,388,11.7,37.6,30,20.7,57832
2280,Alaska,Wrangell-Petersburg Census Area,"","","","",,,,,
2282,Alaska,Yakutat City and Borough,37,173,151,90,8.2,38.4,33.5,20,59523
2290,Alaska,Yukon-Koyukuk Census Area,496,"1,394","1,108",463,14.3,40.3,32,13.4,38912
4000,Arizona,Arizona,"613,002","1,112,551","1,570,308","1,338,071",13.2,24,33.9,28.9,59079
4001,Arizona,Apache,"9,085","14,708","15,444","5,189",20.4,33.1,34.8,11.7,33652
4003,Arizona,Cochise,"11,215","20,560","35,576","20,116",12.8,23.5,40.7,23,49164
4005,Arizona,Coconino,"8,515","17,604","26,746","29,254",10.4,21.4,32.6,35.6,60187
4007,Arizona,Gila,"5,718","11,144","14,867","7,226",14.7,28.6,38.2,18.5,43585
4009,Arizona,Graham,"3,379","7,028","9,526","3,598",14.4,29.9,40.5,15.3,50157
4011,Arizona,Greenlee,658,"2,155","2,433",709,11,36.2,40.9,11.9,65818
4012,Arizona,La Paz,"3,606","5,248","5,084","1,972",22.7,33,32,12.4,37350
4013,Arizona,Maricopa,"354,513","634,810","923,098","899,070",12.6,22.6,32.8,32,65234
4015,Arizona,Mohave,"22,957","54,288","58,539","20,104",14.7,34.8,37.6,12.9,45129
4017,Arizona,Navajo,"11,963","20,957","25,708","11,025",17.2,30.1,36.9,15.8,40650
4019,Arizona,Pima,"79,230","152,408","230,498","216,291",11.7,22.5,34,31.9,53395
4021,Arizona,Pinal,"41,961","85,546","105,949","54,794",14.6,29.7,36.8,19,58848
4023,Arizona,Santa Cruz,"7,127","7,957","8,006","6,138",24.4,27.2,27.4,21,40545
4025,Arizona,Yavapai,"16,623","44,214","67,706","43,270",9.7,25.7,39.4,25.2,48758
4027,Arizona,Yuma,"36,452","33,924","41,128","19,315",27.9,25.9,31.4,14.8,44116
5000,Arkansas,Arkansas,"276,029","681,223","590,434","451,621",13.8,34.1,29.5,22.6,47094
5001,Arkansas,Arkansas,"2,121","4,774","3,646","1,937",17,38.3,29.2,15.5,43887
5003,Arkansas,Ashley,"2,465","5,563","4,066","1,838",17.7,39.9,29.2,13.2,41127
5005,Arkansas,Baxter,"3,747","11,090","11,007","5,802",11.8,35,34.8,18.3,39686
5007,Arkansas,Benton,"20,120","49,182","44,756","54,780",11.9,29.1,26.5,32.4,68978
5009,Arkansas,Boone,"3,375","8,779","9,652","4,145",13,33.8,37.2,16,44482
5011,Arkansas,Bradley,"1,352","3,120","1,880","1,142",18,41.6,25.1,15.2,37729
5013,Arkansas,Calhoun,649,"1,636","1,013",452,17.3,43.6,27,12.1,44969
5015,Arkansas,Carroll,"2,788","6,788","6,055","4,015",14.2,34.6,30.8,20.4,45023
5017,Arkansas,Chicot,"1,451","2,954","2,012","1,110",19.3,39.2,26.7,14.7,31787
5019,Arkansas,Clark,"1,422","4,021","4,090","3,642",10.8,30.5,31,27.6,45408
5021,Arkansas,Clay,"2,047","4,363","2,944","1,228",19.3,41.2,27.8,11.6,37687
5023,Arkansas,Cleburne,"2,865","7,630","5,464","2,796",15.3,40.7,29.1,14.9,44902
5025,Arkansas,Cleveland,649,"2,689","1,438",920,11.4,47.2,25.2,16.2,47600
5027,Arkansas,Columbia,"2,210","5,880","3,602","3,028",15,39.9,24.5,20.6,40909
5029,Arkansas,Conway,"2,059","6,333","3,871","2,329",14.1,43.4,26.5,16,44565
5031,Arkansas,Craighead,"7,370","23,120","19,413","17,809",10.9,34.1,28.7,26.3,45615
5033,Arkansas,Crawford,"6,227","15,708","13,588","6,432",14.8,37.4,32.4,15.3,47363
5035,Arkansas,Crittenden,"5,461","10,890","9,132","5,607",17.6,35,29.4,18,42606
5037,Arkansas,Cross,"1,974","4,768","2,964","1,771",17.2,41.5,25.8,15.4,41214
5039,Arkansas,Dallas,862,"2,284","1,401",721,16.4,43.4,26.6,13.7,37259
5041,Arkansas,Desha,"1,677","3,487","1,772",984,21.2,44,22.4,12.4,36132
5043,Arkansas,Drew,"1,744","4,150","3,414","2,420",14.9,35.4,29.1,20.6,42494
5045,Arkansas,Faulkner,"6,483","22,846","22,986","22,472",8.7,30.5,30.7,30,53882
5047,Arkansas,Franklin,"2,106","4,844","3,701","1,423",17.4,40.1,30.7,11.8,43696
5049,Arkansas,Fulton,"1,364","3,282","3,140","1,043",15.4,37.2,35.6,11.8,35630
5051,Arkansas,Garland,"8,243","22,357","26,033","14,335",11.6,31.5,36.7,20.2,43610
5053,Arkansas,Grant,"1,065","5,517","3,625","2,287",8.5,44.2,29,18.3,52050
5055,Arkansas,Greene,"3,767","13,130","8,074","4,734",12.7,44.2,27.2,15.9,46512
5057,Arkansas,Hempstead,"2,734","5,317","4,161","2,178",19,36.9,28.9,15.1,38682
5059,Arkansas,Hot Spring,"3,495","9,489","7,464","3,526",14.6,39.6,31.1,14.7,47205
5061,Arkansas,Howard,"1,515","3,312","2,733","1,308",17.1,37.3,30.8,14.7,40199
5063,Arkansas,Independence,"3,577","9,016","7,804","4,754",14.2,35.8,31,18.9,45596
5065,Arkansas,Izard,"1,511","3,825","3,393","1,397",14.9,37.8,33.5,13.8,37828
5067,Arkansas,Jackson,"2,600","5,061","3,408","1,254",21.1,41.1,27.7,10.2,36573
5069,Arkansas,Jefferson,"6,620","18,270","14,074","8,432",14,38.5,29.7,17.8,38596
5071,Arkansas,Johnson,"3,565","7,124","3,860","2,735",20.6,41.2,22.3,15.8,39381
5073,Arkansas,Lafayette,909,"2,055","1,192",821,18.3,41.3,24,16.5,35527
5075,Arkansas,Lawrence,"1,636","4,551","3,393","1,696",14.5,40.4,30.1,15,40308
5077,Arkansas,Lee,"1,831","2,770","1,578",607,27,40.8,23.3,8.9,28080
5079,Arkansas,Lincoln,"1,910","5,127","2,259",903,18.7,50.3,22.1,8.9,44951
5081,Arkansas,Little River,"1,041","3,758","2,989","1,003",11.8,42.7,34,11.4,43559
5083,Arkansas,Logan,"2,278","6,875","4,284","1,846",14.9,45,28,12.1,41471
5085,Arkansas,Lonoke,"5,363","16,675","15,846","9,639",11.3,35.1,33.3,20.3,56651
5087,Arkansas,Madison,"2,242","5,037","2,382","1,375",20.3,45.6,21.6,12.5,42674
5089,Arkansas,Marion,"1,636","4,583","4,091","2,148",13.1,36.8,32.8,17.2,36581
5091,Arkansas,Miller,"4,170","10,680","9,967","4,934",14,35.9,33.5,16.6,42162
5093,Arkansas,Mississippi,"5,305","10,630","8,066","3,521",19.3,38.6,29.3,12.8,36718
5095,Arkansas,Monroe,"1,168","2,199","1,205",537,22.9,43,23.6,10.5,32922
5097,Arkansas,Montgomery,"1,461","2,450","2,075",722,21.8,36.5,30.9,10.8,38318
5099,Arkansas,Nevada,787,"2,605","1,644",916,13.2,43.8,27.6,15.4,37626
5101,Arkansas,Newton,994,"2,338","1,468",927,17.4,40.8,25.6,16.2,36078
5103,Arkansas,Ouachita,"2,412","6,958","4,675","2,671",14.4,41.6,28,16,37624
5105,Arkansas,Perry,"1,202","2,938","2,226",858,16.6,40.7,30.8,11.9,45342
5107,Arkansas,Phillips,"2,665","3,709","4,236","1,729",21.6,30.1,34.3,14,29945
5109,Arkansas,Pike,"1,153","2,946","2,364","1,113",15.2,38.9,31.2,14.7,41534
5111,Arkansas,Poinsett,"3,161","7,228","4,289","1,643",19.4,44.3,26.3,10.1,37370
5113,Arkansas,Polk,"2,166","5,275","4,789","1,872",15.4,37.4,34,13.3,39048
5115,Arkansas,Pope,"6,117","14,318","11,064","8,860",15.2,35.5,27.4,22,45788
5117,Arkansas,Prairie,"1,062","2,390","1,617",903,17.8,40,27.1,15.1,43245
5119,Arkansas,Pulaski,"25,441","69,644","80,333","90,726",9.6,26.2,30.2,34.1,49957
5121,Arkansas,Randolph,"2,121","4,362","4,066","1,719",17.3,35.6,33.1,14,37799
5123,Arkansas,St. Francis,"3,550","7,120","5,723","1,947",19.4,38.8,31.2,10.6,33257
5125,Arkansas,Saline,"7,790","25,636","26,748","21,234",9.6,31.5,32.9,26.1,63677
5127,Arkansas,Scott,"1,468","2,984","1,858",631,21.1,43,26.8,9.1,35826
5129,Arkansas,Searcy,902,"2,622","1,562",728,15.5,45.1,26.9,12.5,31659
5131,Arkansas,Sebastian,"14,230","27,083","26,577","16,641",16.8,32,31.4,19.7,46843
5133,Arkansas,Sevier,"2,752","3,859","2,858","1,232",25.7,36.1,26.7,11.5,44100
5135,Arkansas,Sharp,"2,027","5,176","3,734","1,397",16.4,42,30.3,11.3,36032
5137,Arkansas,Stone,"1,869","3,323","2,790","1,173",20.4,36.3,30.5,12.8,34009
5139,Arkansas,Union,"4,129","9,543","7,769","5,638",15.2,35.2,28.7,20.8,45335
5141,Arkansas,Van Buren,"1,741","5,387","3,412","1,730",14.2,43.9,27.8,14.1,40486
5143,Arkansas,Washington,"20,771","36,295","35,712","45,385",15,26.3,25.8,32.8,50893
5145,Arkansas,White,"7,454","19,564","13,034","10,878",14.6,38.4,25.6,21.4,44811
5147,Arkansas,Woodruff,943,"2,008","1,202",569,20,42.5,25.5,12,34306
5149,Arkansas,Yell,"2,892","5,923","3,721","1,963",19.9,40.9,25.7,13.5,41729
6000,California,California,"4,475,565","5,391,120","7,633,463","8,718,737",17.1,20.6,29.1,33.3,75250
6001,California,Alameda,"139,234","203,838","281,631","531,701",12,17.6,24.4,46,101744
6003,California,Alpine,87,225,237,235,11.1,28.7,30.2,30,55384
6005,California,Amador,"2,864","8,461","12,198","5,997",9.7,28.7,41.3,20.3,58515
6007,California,Butte,"15,823","33,611","59,196","39,260",10.7,22.7,40,26.5,50945
6009,California,Calaveras,"3,332","9,557","15,239","6,474",9.6,27.6,44,18.7,62984
6011,California,Colusa,"4,174","3,225","4,132","2,103",30.6,23.7,30.3,15.4,57249
6013,California,Contra Costa,"82,574","136,610","233,998","324,337",10.6,17.6,30.1,41.7,101463
6015,California,Del Norte,"3,684","6,131","6,840","2,782",19,31.5,35.2,14.3,48518
6017,California,El Dorado,"9,299","28,621","51,399","45,397",6.9,21.2,38.2,33.7,81869
6019,California,Fresno,"147,389","136,851","188,858","123,407",24.7,22.9,31.7,20.7,52318
6021,California,Glenn,"4,426","5,058","5,956","2,484",24.7,28.2,33.2,13.9,47365
6023,California,Humboldt,"8,878","21,615","34,073","27,380",9.7,23.5,37.1,29.8,49471
6025,California,Imperial,"33,928","26,758","32,850","15,802",31,24.5,30,14.5,46633
6027,California,Inyo,"1,478","3,883","4,431","3,452",11.2,29.3,33.5,26.1,53793
6029,California,Kern,"139,584","147,239","159,525","85,752",26.2,27.7,30,16.1,51586
6031,California,Kings,"24,270","23,540","32,073","12,438",26.3,25.5,34.7,13.5,58255
6033,California,Lake,"6,872","13,951","18,247","7,324",14.8,30.1,39.3,15.8,45086
6035,California,Lassen,"3,853","7,444","8,396","2,697",17.2,33.2,37.5,12,57705
6037,California,Los Angeles,"1,460,718","1,416,482","1,790,808","2,177,481",21.3,20.7,26.2,31.8,67986
6039,California,Madera,"27,278","24,249","31,404","14,084",28.1,25,32.4,14.5,53632
6041,California,Marin,"12,883","20,858","44,782","112,018",6.8,10.9,23.5,58.8,122933
6043,California,Mariposa,"1,316","3,622","5,524","3,197",9.6,26.5,40.4,23.4,51402
6045,California,Mendocino,"8,101","15,925","22,532","15,241",13.1,25.8,36.5,24.7,51386
6047,California,Merced,"48,433","40,839","46,711","22,051",30.6,25.8,29.6,14,56169
6049,California,Modoc,974,"2,185","2,536","1,078",14.4,32.3,37.4,15.9,45227
6051,California,Mono,"1,131","2,290","3,545","3,076",11.3,22.8,35.3,30.6,66499
6053,California,Monterey,"78,816","56,133","72,422","67,157",28.7,20.4,26.4,24.5,69665
6055,California,Napa,"14,670","17,644","31,629","34,277",14.9,18,32.2,34.9,85624
6057,California,Nevada,"4,386","13,945","29,692","27,754",5.8,18.4,39.2,36.6,66681
6059,California,Orange,"320,340","368,858","604,676","857,638",14.9,17.1,28.1,39.9,89373
6061,California,Placer,"14,403","48,289","100,446","102,345",5.4,18.2,37.8,38.6,89175
6063,California,Plumas,874,"3,638","6,528","3,390",6.1,25.2,45.2,23.5,55079
6065,California,Riverside,"280,295","411,949","504,267","333,718",18.3,26.9,33,21.8,66793
6067,California,Sacramento,"127,852","225,825","350,480","308,126",12.6,22.3,34.6,30.4,69475
6069,California,San Benito,"7,658","9,440","13,492","7,486",20.1,24.8,35.4,19.7,80063
6071,California,San Bernardino,"272,865","352,296","436,563","270,028",20.5,26.5,32.8,20.3,63310
6073,California,San Diego,"286,008","409,272","680,074","848,022",12.9,18.4,30.6,38.1,78777
6075,California,San Francisco,"79,408","84,630","131,509","394,004",11.5,12.3,19.1,57.1,110601
6077,California,San Joaquin,"96,905","129,211","147,635","84,486",21.1,28.2,32.2,18.4,63567
6079,California,San Luis Obispo,"17,123","37,163","68,352","64,923",9.1,19.8,36.4,34.6,70626
6081,California,San Mateo,"59,339","82,174","132,756","273,630",10.8,15,24.2,49.9,122930
6083,California,Santa Barbara,"52,042","49,059","80,080","92,634",19,17.9,29.2,33.8,75646
6085,California,Santa Clara,"157,687","191,695","294,921","679,498",11.9,14.5,22.3,51.3,125933
6087,California,Santa Cruz,"24,323","28,222","54,710","71,610",13.6,15.8,30.6,40,84213
6089,California,Shasta,"11,606","31,314","55,236","27,995",9.2,24.8,43.8,22.2,53908
6091,California,Sierra,156,620,"1,118",436,6.7,26.6,48,18.7,52308
6093,California,Siskiyou,"3,181","8,118","13,330","7,163",10,25.5,41.9,22.5,47560
6095,California,Solano,"36,031","69,822","115,304","78,496",12,23.3,38.5,26.2,82808
6097,California,Sonoma,"42,831","67,183","123,081","124,873",12,18.8,34.4,34.9,81002
6099,California,Stanislaus,"73,664","97,071","111,660","57,523",21.7,28.6,32.8,16.9,59616
6101,California,Sutter,"13,697","14,879","22,621","11,024",22,23.9,36.4,17.7,57879
6103,California,Tehama,"6,766","13,319","16,540","6,709",15.6,30.7,38.2,15.5,47572
6105,California,Trinity,932,"3,325","3,744","1,965",9.4,33.4,37.6,19.7,40680
6107,California,Tulare,"81,345","69,974","79,261","38,493",30.2,26,29.5,14.3,48763
6109,California,Tuolumne,"3,936","11,680","17,269","8,238",9.6,28.4,42,20,56500
6111,California,Ventura,"88,185","107,135","183,807","187,558",15.6,18.9,32.4,33.1,84170
6113,California,Yolo,"17,180","23,271","33,180","52,424",13.6,18.5,26.3,41.6,67804
6115,California,Yuba,"8,478","10,898","19,959","7,866",18,23.1,42.3,16.7,47504
8000,Colorado,Colorado,"322,718","803,431","1,117,551","1,504,892",8.6,21.4,29.8,40.1,71949
8001,Colorado,Adams,"54,079","90,409","98,693","74,958",17,28.4,31,23.6,70199
8003,Colorado,Alamosa,"1,287","2,598","3,157","2,484",13.5,27.3,33.1,26.1,42897
8005,Colorado,Arapahoe,"32,895","89,231","126,707","181,360",7.6,20.7,29.5,42.2,76665
8007,Colorado,Archuleta,781,"2,102","3,101","3,813",8,21.5,31.7,38.9,53337
8009,Colorado,Baca,398,714,923,577,15.2,27.3,35.3,22.1,38294
8011,Colorado,Bent,646,"2,208","1,120",565,14.2,48.6,24.7,12.4,37659
8013,Colorado,Boulder,"10,380","25,800","46,104","127,566",4.9,12.3,22,60.8,83591
8014,Colorado,Broomfield,"1,460","6,667","12,122","25,209",3.2,14.7,26.7,55.5,96924
8015,Colorado,Chaffee,"1,070","4,038","4,930","5,068",7.1,26.7,32.6,33.5,56168
8017,Colorado,Cheyenne,125,460,427,253,9.9,36.4,33.8,20,54504
8019,Colorado,Clear Creek,123,"1,536","2,270","3,416",1.7,20.9,30.9,46.5,74019
8021,Colorado,Conejos,711,"1,717","1,804","1,069",13.4,32.4,34,20.2,38777
8023,Colorado,Costilla,579,640,956,514,21.5,23.8,35.6,19.1,31557
8025,Colorado,Crowley,590,"1,615","1,297",372,15.2,41.7,33.5,9.6,35880
8027,Colorado,Custer,253,754,"1,261","1,324",7,21,35.1,36.9,55242
8029,Colorado,Delta,"2,130","8,446","6,857","4,700",9.6,38.2,31,21.2,46786
8031,Colorado,Denver,"64,043","84,265","110,388","237,877",12.9,17,22.2,47.9,68069
8033,Colorado,Dolores,115,539,454,300,8.2,38.3,32.2,21.3,47482
8035,Colorado,Douglas,"4,347","26,287","59,981","124,635",2,12.2,27.9,57.9,120670
8037,Colorado,Eagle,"4,075","5,979","9,672","18,316",10.7,15.7,25.4,48.1,86896
8039,Colorado,Elbert,595,"4,374","6,449","6,388",3.3,24.6,36.2,35.9,98247
8041,Colorado,El Paso,"27,792","89,218","157,396","167,680",6.3,20.2,35.6,37.9,67923
8043,Colorado,Fremont,"3,539","14,477","11,733","6,625",9.7,39.8,32.3,18.2,47885
8045,Colorado,Garfield,"4,740","11,076","11,329","11,651",12.2,28.5,29.2,30,74421
8047,Colorado,Gilpin,114,"1,035","1,731","1,820",2.4,22,36.8,38.7,72949
8049,Colorado,Grand,512,"3,016","3,556","4,306",4.5,26.5,31.2,37.8,69214
8051,Colorado,Gunnison,296,"1,687","2,738","5,832",2.8,16,25.9,55.3,61268
8053,Colorado,Hinsdale,45,186,176,318,6.2,25.7,24.3,43.9,62149
8055,Colorado,Huerfano,442,"1,486","2,136","1,106",8.5,28.7,41.3,21.4,38242
8057,Colorado,Jackson,120,287,398,163,12.4,29.6,41.1,16.8,51457
8059,Colorado,Jefferson,"22,840","84,351","121,561","180,236",5.6,20.6,29.7,44.1,85550
8061,Colorado,Kiowa,39,361,347,204,4.1,38,36.5,21.5,44704
8063,Colorado,Kit Carson,622,"2,033","1,714","1,017",11.5,37.7,31.8,18.9,48342
8065,Colorado,Lake,792,"1,482","1,333","1,858",14.5,27.1,24.4,34,51802
8067,Colorado,La Plata,"1,966","7,980","12,102","17,223",5,20.3,30.8,43.9,66219
8069,Colorado,Larimer,"9,389","42,507","66,792","102,473",4.2,19.2,30.2,46.3,71306
8071,Colorado,Las Animas,"1,270","2,998","4,101","2,053",12.2,28.8,39.3,19.7,41485
8073,Colorado,Lincoln,393,"2,164",995,520,9.7,53.1,24.4,12.8,46690
